mol,Molecular weight,logP,donorcount,acceptorcount,logD[pH=7.4],bpKa1,polar surface area,fsp3,Heavy atom count,Rotatable bonds
JHU- 5126,810.732,3.88,0,12,3.88,4.02,235.14,0.14,60,18
JHU- 5125,450.138,0.41,0,18,0.41,-5.33,314.22,1,30,12
JHU- 5124,180.156,-3.78,6,6,-3.78,12.3,121.38,1,12,0
JHU- 5123,548.593,-0.6,4,6,-0.67,8.24,107.97,0.42,39,6
indomethacin,357.79,3.53,1,4,0.26,3.79,68.53,0.16,25,4
JHU- 5104,357.79,3.53,1,4,0.26,3.79,68.53,0.16,25,4
JHU- 5101,753.99,6.05,2,7,4.91,-0.94,114.99,0.33,53,14
JHU- 5097,1506.38,-9.08,14,23,-14.68,0.62,502.71,0.49,98,34
JHU- 5096,508.165,-5.94,5,13,-17.9,-0.98,196.22,0.64,28,16
JHU- 5095,259.977,1.83,1,2,1.82,9.36,33.12,0,12,0
JHU- 5090,114.818,0,0,0,0,,0,,1,0
JHU- 5085,613.803,2.81,4,7,2.72,6.76,118.03,0.47,45,12
JHU- 5083,599.39,6.04,0,6,1.29,-2.54,132.86,0.11,34,5
JHU- 5061,531.7,6.68,2,3,6.68,3.9,67.15,0.31,40,8
JHU- 5054,240.31,2.65,1,3,2.65,5.01,56.73,0.29,18,2
JHU- 5050,299.35,-3.8,4,6,-3.8,11.8,113.72,0.58,20,6
Imatinib,493.615,4.38,2,7,3.8,7.84,86.28,0.24,37,7
JHU- 5032,493.615,4.38,2,7,3.8,7.84,86.28,0.24,37,7
JHU- 5029,360.494,3.56,3,4,0.89,4.66,77.76,0.68,26,9
JHU- 5026,388.468,1.15,5,4,1.13,8.9,123.32,0.45,28,9
JHU- 4998,354.1,-0.53,3,5,-0.57,8.46,99.1,0.56,17,2
JHU- 4992,497.5,1.52,5,10,1,9.36,176.61,0.42,36,3
JHU- 4981,504.438,-6.47,11,16,-6.47,11.2,268.68,1,34,7
JHU- 4977,1364.59,-7.99,15,23,-12.67,11.4,523.72,0.61,96,30
Hypericin,504.45,7.7,6,8,5.72,6.03,155.52,0.07,38,0
JHU- 4949,504.45,7.7,6,8,5.72,6.03,155.52,0.07,38,0
JHU- 4939,729.22,3.41,1,4,3.09,7.45,35.94,0.25,52,12
hydroxyurea,76.055,-1.37,3,2,-1.37,10.1,75.35,0,5,0
JHU- 4936,76.055,-1.37,3,2,-1.37,10.1,75.35,0,5,0
JHU- 4925,2354.667,-4.63,21,56,-4.63,13.9,747.88,1,161,70
JHU- 4924,428.613,5.88,0,3,5.88,17.8,60.44,0.81,31,7
JHU- 4923,330.468,3.4,1,3,3.4,12.7,54.37,0.81,24,1
JHU- 4917,432.557,3.64,1,5,0.36,3.74,97.74,0.84,31,7
hydroxychloroquine,335.88,2.89,2,4,0.33,9.76,48.39,0.5,23,9
JHU- 4916,335.88,2.89,2,4,0.33,9.76,48.39,0.5,23,9
Hydroxychloroguine,335.88,2.89,2,4,0.33,9.76,48.39,0.5,23,9
JHU- 4915,171.111,-2.02,2,3,-2.02,-18.1,57.53,0.14,11,2
JHU- 4913,1347.385,-2.2,9,17,-2.37,1.56,460.05,0.63,92,26
JHU- 4907,285.343,1.47,1,4,0.04,9.08,49.77,0.59,21,0
JHU- 4904,34.014,-0.45,2,2,-0.45,11.5,40.46,,2,0
JHU- 4899,446.584,3.31,2,5,3.31,13.8,100.9,0.81,32,7
JHU- 4898,460.611,3.45,2,5,3.45,12.6,100.9,0.81,33,6
JHU- 4897,484.521,1.54,2,7,-1.78,3.66,141.03,0.76,34,7
JHU- 4896,442.445,1.15,4,7,-2.42,1.18,141.36,0.81,30,4
JHU- 4895,488.621,4,1,5,4,14.8,106.97,0.79,35,9
JHU- 4894,462.539,1.54,3,7,-1.78,3.66,138.2,0.76,33,7
JHU- 4893,486.649,4.02,2,5,4.02,12.6,100.9,0.83,35,7
JHU- 4892,432.557,2.86,2,5,2.86,13.8,100.9,0.8,31,6
JHU- 4891,488.621,4,1,5,4,14.8,106.97,0.79,35,9
JHU- 4890,404.503,1.72,2,5,1.72,12.6,100.9,0.78,29,4
JHU- 4888,362.466,1.28,3,5,1.28,12.6,94.83,0.81,26,2
JHU- 4887,475.626,2.32,2,6,2.18,6.99,104.14,0.81,34,8
JHU- 4886,471.55,1.42,0,4,-1.22,10.1,38.77,0.65,34,3
JHU- 4885,299.37,1.96,0,4,0.2,9.17,38.77,0.61,22,1
JHU- 4884,988.987,1.96,0,4,0.2,9.17,38.77,0.59,69,8
hydrochlorothiazide,297.73,-0.58,3,5,-0.58,9.09,118.36,0.14,17,1
JHU- 4883,297.73,-0.58,3,5,-0.58,9.09,118.36,0.14,17,1
HYDROCHLOROTHIAZIDE,297.73,-0.58,3,5,-0.58,9.09,118.36,0.14,17,1
JHU- 4875,383.4,2.61,0,6,2.62,6.68,66.46,0.38,28,3
Hydralazine,160.18,0.75,2,4,0.75,3.9,63.83,0,12,1
JHU- 4872,160.18,0.75,2,4,0.75,3.9,63.83,0,12,1
HYDRALAZINE,160.18,0.75,2,4,0.75,3.9,63.83,0,12,1
JHU- 4865,354.402,5.2,3,5,4.65,7.01,86.99,0.19,26,6
JHU- 4846,290.382,-2.57,1,2,-2.57,12,46.53,0.59,21,4
JHU- 4845,356.26,1.59,1,3,-0.38,9.38,49.77,0.56,21,4
JHU- 4842,1401.595,-2.14,16,17,-3.84,11.6,446.86,0.44,101,34
JHU- 4841,1323.528,-2.48,16,17,-4.19,11.6,446.86,0.44,96,34
JHU- 4838,155.157,-3.62,3,4,-3.64,1.85,92,0.33,11,3
histamine,111.148,-0.7,2,2,-2.85,9.58,54.7,0.4,8,2
JHU- 4835,111.148,-0.7,2,2,-2.85,9.58,54.7,0.4,8,2
JHU- 4825,428.59,-0.99,1,2,-0.99,4.95,23.47,0.71,29,5
583_FDAMDD_v3b,428.59,-0.99,1,2,-0.99,4.95,23.47,0.71,29,5
JHU- 4806,362.194,-6.65,0,0,-6.65,,0,1,16,7
JHU- 4803,374.205,1.68,0,2,-3.04,10.1,6.48,1,17,9
JHU- 4797,580.577,-3.17,5,11,-3.17,14.4,156.53,1,39,17
JHU- 4794,389.47,-0.5,2,5,-1.97,3.36,89.95,0.53,27,3
JHU- 4793,624.592,0.32,8,15,-0.12,7.14,234.29,0.48,44,10
JHU- 4792,516.66,2.82,2,6,1.13,9.21,90.87,0.31,37,8
JHU- 4791,610.565,-0.31,8,15,-0.34,8.61,234.29,0.54,43,7
JHU- 4783,3008.37,-19.89,41,47,-21.42,12.3,1251.35,0.55,213,93
haloperidol,375.87,3.66,1,3,2.93,8.05,40.54,0.38,26,6
JHU- 4750,375.87,3.66,1,3,2.93,8.05,40.54,0.38,26,6
Halofuginone,414.68,1.71,2,5,-0.16,9.28,82,0.44,24,4
JHU- 4745,414.68,1.71,2,5,-0.16,9.28,82,0.44,24,4
JHU- 4741,484.96,3.84,1,4,3.84,13.6,80.67,0.72,33,5
JHU- 4738,454.96,3.3,1,5,3.3,13.6,72.83,0.83,31,2
JHU- 4733,496.9,-3.01,7,8,-8.03,11.9,180.88,0.82,30,17
JHU- 4725,59.072,-1.24,3,3,-3.65,12.5,75.89,0,4,0
Guanidine,59.072,-1.24,3,3,-3.65,12.5,75.89,0,4,0
guanethidine,198.314,0.8,3,4,-2.73,12.2,65.14,0.9,14,3
JHU- 4722,198.314,0.8,3,4,-2.73,12.2,65.14,0.9,14,3
Guanethidine,198.314,0.8,3,4,-2.73,12.2,65.14,0.9,14,3
JHU- 4716,231.08,2.18,3,4,1.34,8.18,74.26,0,14,2
JHU- 4715,231.08,2.18,3,4,1.34,8.18,74.26,0,14,2
JHU- 4706,242.29,-1.7,1,5,-1.96,-2.47,86.66,0.14,14,3
JHU- 4689,312.417,1.88,1,3,0.27,9,50.16,0.56,23,2
JHU- 4687,1882.332,5.42,21,17,5.42,11.5,548.99,0.52,136,52
Goserelin,1269.433,-5.41,17,19,-6.78,12,489.43,0.53,91,33
JHU- 4683,1269.433,-5.41,17,19,-6.78,12,489.43,0.53,91,33
JHU- 4682,1269.433,-5.08,17,18,-6.51,10.9,495.89,0.51,91,33
JHU- 4677,1218.77,-6.32,16,17,-7.98,11.2,474.63,0.47,86,31
JHU- 4676,1182.311,-6.25,17,17,-7.95,11.9,472.13,0.47,85,31
JHU- 4659,370.357,2.71,4,7,1.59,6.38,116.45,0.25,27,1
JHU- 4655,198.218,2.44,0,2,2.44,-6.54,52.6,0.4,14,7
JHU- 4654,117.108,-3.13,4,5,-3.13,12.2,99.2,0.33,8,2
JHU- 4653,499.063,0,3,5,-2.24,3.76,112.93,0.12,17,5
JHU- 4650,202.979,-3.41,2,3,-3.42,2.31,63.32,0.5,6,1
JHU- 4649,75.067,-3.41,2,3,-3.42,2.31,63.32,0.5,5,1
567_FDAMDD_v3b,75.067,-3.41,2,3,-3.42,2.31,63.32,0.5,5,1
JHU- 4634,612.63,-10.11,10,14,-16.6,1.44,317.64,0.6,40,21
JHU- 4633,307.32,-4.88,6,7,-8.08,1.94,158.82,0.6,20,9
JHU- 4630,203.198,-5.11,4,5,-5.17,3.48,135.51,0.57,14,6
JHU- 4629,147.13,-3.24,3,5,-6.18,1.88,100.62,0.6,10,4
JHU- 4623,176.124,-1.95,3,5,-1.95,11.1,96.22,0.83,12,0
JHU- 4622,736.73,-8.7,14,20,-10.46,-1.85,369.24,0.5,47,18
JHU- 4615,179.172,-3.04,5,6,-3.8,8.08,116.17,1,12,1
JHU- 4614,178.14,-2.75,4,5,-2.75,11.6,107.22,0.83,12,1
JHU- 4612,226.181,-4.04,7,8,-7.45,3.38,158.68,0.86,15,6
concentrated glycerin,92.094,-1.84,3,3,-1.84,13.6,60.69,1,6,2
JHU- 4609,92.094,-1.84,3,3,-1.84,13.6,60.69,1,6,2
Glycerol,92.094,-1.84,3,3,-1.84,13.6,60.69,1,6,2
JHU- 4608,3519.25,-27.81,55,58,-27.97,12.2,1538.74,0.52,247,113
JHU- 4595,490.62,3.12,3,5,2.18,4.32,124.68,0.54,34,6
JHU- 4580,496.553,-0.24,5,8,-0.24,10.9,162.98,0.84,35,4
JHU- 4579,623.657,-1.49,3,4,-1.5,2,83.55,0.52,43,13
JHU- 4560,447.491,2.37,1,6,2.37,11.7,101.32,0.36,33,4
JHU- 4546,372.535,1.4,0,2,1.39,4.83,9.49,0.24,28,4
JHU- 4543,463.576,-3.55,8,12,-11.16,10,199.73,1,32,7
JHU- 4542,1681.68,4.36,9,26,4.36,4.61,410.5,0.6,108,33
JHU- 4540,389.387,-0.92,2,9,-0.91,5.35,121.35,0.44,28,5
JHU- 4535,263.201,-1.47,3,6,-1.47,3.65,108.38,0.56,18,2
JHU- 4505,1570.35,1.62,16,20,-2.27,12.1,451.49,0.5,112,44
JHU- 4500,332.528,4.27,1,2,4.27,-1,37.3,0.95,24,1
JHU- 4499,278.436,6.06,1,2,3.62,4.92,37.3,0.61,20,13
JHU- 4498,154.253,2.13,1,1,2.13,-1.03,20.23,0.8,11,0
JHU- 4486,69.723,0,0,0,0,,0,,1,0
JHU- 4476,287.359,1.16,1,4,-0.04,8.58,41.93,0.53,21,1
JHU- 4468,661.77,-8.93,2,13,-12.65,0.91,206.77,0.75,36,22
JHU- 4467,404.464,-6.84,4,11,-10.24,1.46,145.09,0.82,28,8
JHU- 4465,938.01,-5.94,2,13,-17.9,-0.98,204.71,0.82,54,28
JHU- 4461,591.68,-8.74,2,11,-12.47,1.02,188.31,0.69,31,16
JHU- 4457,1058.16,-4.33,0,14,-16.03,2.02,219.6,0.69,63,32
JHU- 4434,267.11,-3.19,0,0,-3.19,16.3,13.14,0.5,11,2
JHU- 4426,225.16,0.87,0,4,0.87,-2.41,98.18,0.25,16,3
JHU- 4423,324.293,0.73,0,6,0.71,6.04,110.65,0.54,23,5
JHU- 4415,458.551,4.05,1,6,1.36,4.64,97.89,0.54,33,11
JHU- 4414,606.78,7.57,2,3,7.57,10.3,57.53,0.81,41,15
JHU- 4400,243.31,1.08,3,2,-1.74,10.4,70.91,0.36,18,2
JHU- 4395,416.382,2.6,5,9,2.46,7.86,153.75,0.33,30,2
JHU- 4374,563.672,5.62,1,5,2.4,3.87,110.21,0.7,39,15
JHU- 4369,259.195,-0.74,2,4,-3.18,1.25,70.06,1,16,4
JHU- 4368,138.059,-0.74,2,4,-3.18,1.25,70.06,1,8,1
JHU- 4358,585.61,1.92,4,8,-1.2,1.22,177.72,0.48,39,13
JHU- 4355,344.411,1.06,4,5,0.04,9.81,90.82,0.32,25,8
JHU- 4348,30.026,-0.47,0,1,-0.47,-8.09,17.07,0,2,0
JHU- 4343,1508.22,-10.48,19,44,-29.49,-2.95,805.48,0.94,91,27
JHU- 4340,6682.35,2.17,48,102,-16.83,1.03,2280.83,0.56,421,122
4-methylpyrazole,82.106,0.79,1,1,0.79,2.63,28.68,0.25,6,0
JHU- 4337,82.106,0.79,1,1,0.79,2.63,28.68,0.25,6,0
JHU- 4334,980.17,-4.47,12,13,-4.78,7.65,376.67,0.62,67,15
JHU- 4333,441.404,-0.69,6,12,-6.93,3.38,208.99,0.21,32,9
JHU- 4331,485.368,-0.69,4,12,-6.93,3.38,214.65,0.21,34,9
JHU- 4325,318.34,2.8,1,4,1.33,8.86,56.84,0.53,22,10
JHU- 4324,411.473,3.83,3,4,1.05,4.54,82.69,0.29,30,8
JHU- 4316,500.57,3.72,1,4,3.72,13.6,80.67,0.72,34,6
JHU- 4308,510.44,3.97,1,4,3.41,7.81,29.95,0.45,32,7
flurbiprofen,244.265,3.94,1,2,1.07,4.42,37.3,0.13,18,3
JHU- 4299,244.265,3.94,1,2,1.07,4.42,37.3,0.13,18,3
JHU- 4296,436.52,1.56,2,6,1.56,13.7,93.06,0.83,31,2
JHU- 4288,378.44,0.93,3,5,0.93,12.6,94.83,0.71,27,2
JHU- 4274,336.447,2.38,2,3,2.38,13.6,57.53,0.85,24,0
JHU- 4268,418.505,2.86,1,4,2.86,13.6,80.67,0.71,30,3
JHU- 4267,376.468,2.42,2,4,2.42,12.6,74.6,0.73,27,1
JHU- 4257,494.532,2.05,1,6,2.05,13.6,99.13,0.73,35,4
JHU- 4256,452.495,1.6,2,6,1.6,13.4,93.06,0.75,32,2
JHU- 4249,434.504,1.56,2,6,1.56,13.7,93.06,0.75,31,2
JHU- 4247,404.505,6.17,0,2,5.94,7.22,6.48,0.23,30,6
JHU- 4237,494.576,3.58,2,5,3.58,12.4,100.9,0.74,35,5
flumethasone,410.458,1.34,3,5,1.34,12.4,94.83,0.73,29,2
JHU- 4236,410.458,1.34,3,5,1.34,12.4,94.83,0.73,29,2
JHU- 4223,422.493,1.76,2,5,1.76,12.6,100.9,0.78,30,4
JHU- 4222,380.456,1.32,3,5,1.32,12.6,94.83,0.81,27,2
JHU- 4218,182.147,-2.04,4,5,-2.04,11,90.15,1,12,1
JHU- 4216,285.235,-1.47,4,8,-1.47,12.5,139.54,0.5,20,2
JHU- 4212,452.495,1.6,2,6,1.6,13.4,93.06,0.75,32,2
JHU- 4197,246.194,-1.32,3,5,-1.4,8.08,99.1,0.56,17,2
JHU- 4191,239.26,0.72,0,3,0.72,-1.37,37.38,0.18,16,1
JHU- 4157,372.553,3.07,2,2,3.07,0.33,58.2,0.83,27,2
JHU- 4139,372.091,-0.54,3,5,-0.57,8.5,99.1,0.56,18,2
JHU- 4121,151.9,-0.84,0,4,-5.59,-3.03,80.26,,6,0
JHU- 4103,737.67,-0.84,0,4,-5.59,-3.03,80.26,,31,0
JHU- 4096,177.702,-0.65,1,1,-0.65,15.7,25.3,,6,0
JHU- 4084,162.2,0.61,0,0,0.83,-7,0,,4,0
JHU- 4080,279.026,-1.39,4,7,-11.1,3.2,132.13,0.57,16,6
fentanyl,336.479,3.82,0,2,2.43,8.77,23.55,0.41,25,6
JHU- 4065,336.479,3.82,0,2,2.43,8.77,23.55,0.41,25,6
FENTANYL,336.479,3.82,0,2,2.43,8.77,23.55,0.41,25,6
JHU- 4063,391.555,6.15,2,2,6.14,9.45,49.33,0.35,29,6
fenoldopam,305.76,1.92,4,4,1.26,10.4,72.72,0.25,21,1
JHU- 4045,305.76,1.92,4,4,1.26,10.4,72.72,0.25,21,1
felodipine,384.25,3.44,1,3,3.44,17,64.63,0.33,25,6
JHU- 3992,384.25,3.44,1,3,3.44,17,64.63,0.33,25,6
CIC511,384.25,3.44,1,3,3.44,17,64.63,0.33,25,6
JHU- 3957,337.44,-1.95,4,8,-2.67,8.38,175.83,0.38,20,6
499_FDAMDD_v3b,337.44,-1.95,4,8,-2.67,8.38,175.83,0.38,20,6
JHU- 3942,409.433,4.56,2,3,4.56,9.48,60.77,0.21,30,6
JHU- 3941,767.17,2.43,0,6,2.43,9.68,74.2,0.29,52,10
JHU- 3940,372.41,3.03,1,4,-0.16,3.94,71.44,0.15,26,4
JHU- 3935,296.41,3.87,0,2,3.87,-5.04,34.14,0.6,22,0
JHU- 3921,455.46,4.43,1,4,2.64,9.19,45.59,0.62,30,7
JHU- 3915,805.783,-0.24,1,11,-0.24,2.61,252.75,0.66,57,13
JHU- 3910,154.253,2.35,0,1,2.35,-4.21,9.23,1,11,0
JHU- 3907,248.326,2.43,2,1,-0.03,9.99,41.81,0.36,18,3
JHU- 3905,354.49,6.32,0,2,6.32,-4.82,35.53,0.35,26,8
Etretinate,354.49,6.32,0,2,6.32,-4.82,35.53,0.35,26,8
JHU- 3894,668.541,0.51,4,14,-2.86,1.46,207.36,0.55,46,7
JHU- 3893,588.562,1.16,3,12,1.16,9.33,160.83,0.55,42,5
JHU- 3891,324.464,3.6,1,2,3.6,-1.49,37.3,0.68,24,1
JHU- 3852,206.027,-2.28,5,7,-7.2,0.7,135.29,1,11,2
ETIDRONIC ACID,206.027,-2.28,5,7,-7.2,0.7,135.29,1,11,2
JHU- 3846,384.516,3.69,0,2,3.69,-6.73,52.6,0.75,28,4
JHU- 3844,337.033,-0.6,3,4,-0.6,2.44,83.55,0.4,16,3
JHU- 3842,219.67,-0.39,4,4,-1.6,8.96,86.71,0.33,14,2
JHU- 3841,328.431,-2.46,1,3,-2.46,13.8,38.69,0.6,24,2
JHU- 3838,288.475,4.69,1,1,4.69,-0.27,20.23,0.9,21,1
JHU- 3836,229.272,-3.4,6,6,-9.46,9.9,114.15,1,13,9
JHU- 3832,393.483,3.65,0,2,2.17,8.87,12.47,0.21,29,7
JHU- 3831,327.553,6.78,1,2,4.4,4.99,37.3,0.85,23,15
JHU- 3830,72.107,0.99,0,1,0.99,-4.71,9.23,0.5,5,2
JHU- 3828,196.202,1.87,1,3,1.86,8.99,55.76,0.3,14,4
JHU- 3824,75.067,0.9,0,2,0.9,-2.42,38.66,1,5,2
JHU- 3823,160.169,0.67,0,2,0.67,12.4,52.6,0.71,11,6
JHU- 3820,330.512,6.73,0,1,6.73,-7.03,26.3,0.5,24,15
JHU- 3817,64.51,1.19,0,0,1.19,,0,1,3,0
JHU- 3806,312.48,5,0,2,2.82,9.6,6.48,0.37,22,5
Ethopropazine,312.48,5,0,2,2.82,9.6,6.48,0.37,22,5
JHU- 3801,453.488,2.9,0,2,1.59,8.69,29.54,0.55,32,9
JHU- 3800,312.453,3.52,1,2,3.52,-1.66,37.3,0.76,23,0
JHU- 3796,296.41,3.9,2,2,3.9,10.3,40.46,0.6,22,0
JHU- 3793,74.123,0.84,0,1,0.84,-4.12,9.23,1,5,2
JHU- 3791,144.6,1.62,1,1,1.62,12.9,20.23,0.43,9,2
Ethchlorvynol,144.6,1.62,1,1,1.62,12.9,20.23,0.43,9,2
JHU- 3789,325.537,6.13,1,2,4.33,9.23,52.32,0.85,23,18
JHU- 3785,204.314,-0.06,4,4,-2.25,9.55,64.52,1,14,9
JHU- 3783,325.12,3.66,0,4,0.16,2.8,66.43,0.23,20,6
JHU- 3763,229.75,2.06,1,2,0.32,9.14,23.47,0.5,15,4
JHU- 3758,350.43,3.83,1,4,1.46,-1.75,80.67,0.61,24,2
JHU- 3757,373.42,3.83,1,4,1.46,-1.75,80.67,0.61,25,2
JHU- 3756,270.372,4.31,1,2,4.31,10.3,37.3,0.61,20,0
JHU- 3754,370.39,3.43,0,4,1.05,-1.85,83.5,0.5,25,2
JHU- 3749,520.38,4.98,2,4,1.97,1.86,96.3,0.7,33,8
JHU- 3748,440.41,5.1,1,2,5.1,-0.88,49.77,0.7,29,6
JHU- 3747,356.506,5.78,1,2,5.78,10.3,46.53,0.7,26,5
JHU- 3745,374.521,3.75,2,2,3.74,10.3,40.46,0.7,27,1
JHU- 3743,384.516,5.5,0,2,5.5,-6.8,52.6,0.67,28,6
JHU- 3742,396.571,6.49,1,2,6.49,10.3,46.53,0.73,29,5
JHU- 3741,376.496,5.71,1,2,5.71,-0.88,46.53,0.48,28,3
JHU- 3740,314.425,4.19,1,2,4.19,10.3,46.53,0.65,23,2
JHU- 3739,328.452,4.89,1,2,4.89,10.3,46.53,0.67,24,3
JHU- 3738,272.388,3.75,2,2,3.74,10.3,40.46,0.67,20,0
JHU- 3728,713.12,2.43,0,6,2.43,9.68,74.2,0.29,49,10
JHU- 3718,414.433,3.76,0,3,1.41,9.78,36.26,0.32,30,6
JHU- 3710,1018.421,2.6,5,13,0.99,9,193.91,0.95,71,23
JHU- 3708,790.001,3.74,4,13,2.62,8.49,199.98,0.92,55,10
JHU- 3707,1092.233,2.6,5,13,0.99,9,193.91,0.94,75,15
JHU- 3706,948.063,1.29,6,14,1.29,2.91,214.14,0.93,65,13
JHU- 3705,862.064,3.37,4,14,2.24,8.49,226.28,0.91,60,14
453_FDAMDD_v3b,862.064,3.37,4,14,2.24,8.49,226.28,0.91,60,14
JHU- 3704,806,4.01,4,14,2.9,8.49,209.21,0.92,56,11
JHU- 3703,1056.4,3.74,4,13,2.62,8.49,199.98,0.94,72,22
erythromycin,733.937,2.6,5,13,0.99,9,193.91,0.95,51,7
JHU- 3701,733.937,2.6,5,13,0.99,9,193.91,0.95,51,7
JHU- 3697,475.52,-3.23,5,8,-6.07,3.22,156.27,0.45,33,7
JHU- 3686,519.602,1.49,3,6,1.06,7.78,118.21,0.54,38,3
JHU- 3685,581.673,2.6,3,6,2.17,7.78,118.21,0.42,43,4
JHU- 3682,441.484,1.07,3,3,0.43,7.93,68.36,0.35,32,5
JHU- 3684,441.484,1.07,3,3,0.43,7.93,68.36,0.35,32,5
JHU- 3683,396.659,6.63,1,1,6.63,-1.37,20.23,0.79,29,4
JHU- 3681,591.753,3.88,3,6,3,8.39,118.21,0.67,43,5
JHU- 3680,396.659,7.05,1,1,7.05,-1.32,20.23,0.71,29,5
JHU- 3675,833.98,-4.82,13,12,-4.83,-0.44,323.89,0.51,57,23
JHU- 3663,424.52,3.75,2,5,0.06,3.47,92.42,0.26,30,10
CIC458,424.52,3.75,2,5,0.06,3.47,92.42,0.26,30,10
JHU- 3652,352.471,2.42,3,5,-0.45,4.43,86.99,0.75,25,10
JHU- 3643,414.498,2.33,0,4,2.33,16.4,82.2,0.79,30,2
JHU- 3638,579.98,0.54,6,12,0.04,9.99,206.07,0.44,40,5
epinephrine bitartrate,183.207,-0.43,4,4,-1.63,8.91,72.72,0.33,13,3
JHU- 3632,183.207,-0.43,4,4,-1.63,8.91,72.72,0.33,13,3
JHU- 3621,365.47,1.81,2,4,-3.89,4.07,74.6,0.6,26,5
JHU- 3606,277.284,-1.96,4,6,-1.96,10.2,125.76,0.42,20,2
JHU- 3582,380.525,3.5,2,4,3.5,14.7,83.83,0.73,27,13
JHU- 3575,4491.945,-22.14,63,67,-41.6,2.75,1902.89,0.56,319,151
JHU- 3557,460.96,1.54,2,5,0.07,3.53,95.94,0.38,32,10
JHU- 3554,348.399,-1.05,3,6,-4.01,3.13,106.94,0.5,25,8
enalapril,376.453,0.59,2,5,-1.06,3.67,95.94,0.55,27,10
JHU- 3553,376.453,0.59,2,5,-1.06,3.67,95.94,0.55,27,10
442_FDAMDD_v3b,376.453,0.59,2,5,-1.06,3.67,95.94,0.55,27,10
JHU- 3552,396.531,2.76,0,3,0.45,9.74,45.92,0.62,29,4
JHU- 3539,480.649,4.49,1,6,1.51,9.23,52.19,0.59,35,7
emedastine difumarate,288.395,2.11,1,4,-0.08,9.63,42.32,0.56,21,5
JHU- 3536,288.395,2.11,1,4,-0.08,9.63,42.32,0.56,21,5
JHU- 3503,382.52,3.77,1,3,1.58,9.62,53.17,0.36,27,6
Efaproxiral,341.407,4.39,2,4,1.04,3.56,75.63,0.3,25,6
JHU- 3470,341.407,4.39,2,4,1.04,3.56,75.63,0.3,25,6
JHU- 3463,1421.65,-9.63,17,23,-11.46,-0.48,480.39,0.52,99,26
JHU- 3452,380.171,-5.02,0,10,-14.74,1.5,167,0.6,24,11
JHU- 3449,392.285,-5.02,0,10,-14.74,1.5,167,0.6,24,11
JHU- 3443,156.185,0.61,2,2,0.61,11.8,72.19,0.43,11,2
JHU- 3406,960.79,-1.12,4,20,-3.8,-3.36,363.76,0.06,62,9
276_FDAMDD_v3b,960.79,-1.12,4,20,-3.8,-3.36,363.76,0.06,62,9
JHU- 3405,312.453,3.79,0,2,3.79,19.4,34.14,0.71,23,1
JHU- 3404,325.88,3.68,0,3,2.67,8.36,29.54,0.61,22,8
JHU- 3401,528.539,5.79,2,2,5.79,12.6,58.2,0.63,37,4
JHU- 3392,297.42,4.2,1,2,1.94,9.7,21.26,0.22,21,6
JHU- 3378,366.501,3.37,0,2,3.37,18.5,43.37,0.83,27,0
JHU- 3371,314.469,5.94,1,2,5.94,9.34,29.46,0.62,23,4
JHU- 3370,360.538,5.1,0,2,5.1,-6.89,43.37,0.91,26,3
JHU- 3353,444.44,-0.52,5,9,-0.7,7.33,178.46,0.45,32,2
JHU- 3350,444.44,-3.34,6,9,-3.65,3.27,181.62,0.41,32,2
JHU- 3347,543.525,0.54,6,12,0.04,9.99,206.07,0.44,39,5
JHU- 3343,412.658,5.75,2,2,5.75,14.4,40.46,0.71,30,5
JHU- 3335,1035.237,-2.49,0,14,-2.49,18.4,163.36,0.54,74,29
JHU- 3329,324.43,-0.12,2,5,-0.07,6.88,106.33,0.6,19,3
JHU- 3326,420.5,-5.56,5,7,-5.57,3.34,162.06,0.73,27,6
JHU- 3303,270.505,5.09,0,2,3.14,9.36,6.48,1,19,14
JHU- 3300,324.38,2.33,1,3,2.32,5.68,62.4,0.47,24,3
JHU- 3294,185.355,4.25,1,1,1.65,10.2,26.02,1,13,10
JHU- 3286,807.89,2.92,5,10,2.92,11.9,224.45,0.56,58,13
JHU- 3273,310.41,2.8,1,2,0.56,5.14,37.3,0.88,21,10
JHU- 3266,391.57,2.52,0,1,2.52,-1.98,7.12,0.17,27,5
JHU- 3255,437.477,3.47,1,3,0.57,10.4,59.22,0.43,30,8
JHU- 3251,242.29,1.89,0,1,-0.4,1.07,9.23,0.5,11,4
dirithromycin,835.086,2.95,5,15,0.46,9.13,196.33,0.98,58,12
JHU- 3244,835.086,2.95,5,15,0.46,9.13,196.33,0.98,58,12
JHU- 3237,663.952,4.29,2,4,0.77,2.17,98.33,0.31,23,5
diphenhydramine,255.361,3.65,0,2,2.17,8.87,12.47,0.29,19,6
JHU- 3213,255.361,3.65,0,2,2.17,8.87,12.47,0.29,19,6
Diphenhydramine,255.361,3.65,0,2,2.17,8.87,12.47,0.29,19,6
diphemanil methylsulfate,389.51,-0.15,0,0,-0.15,,0,0.33,27,3
JHU- 3209,389.51,-0.15,0,0,-0.15,,0,0.33,27,3
409_FDAMDD_v3b,389.51,-0.15,0,0,-0.15,,0,0.33,27,3
JHU- 3189,352.471,3.23,3,5,0.26,4.3,94.83,0.7,25,12
JHU- 3188,475.623,2.61,4,5,-0.31,4.36,97.99,0.79,33,15
JHU- 3187,354.487,2.61,4,5,-0.31,4.36,97.99,0.75,25,12
